# AUTO-GENERATED by scripts/velocity-export.js — do not edit directly. Source: ~/.lccjs/lccjs.db
id,ticket,title,role,h_min,c_min,actual_min,delta_h_min,delta_c_min,started_iso,finished_iso,closed_commit,notes,agent,model,repo
1018,1120,RESEARCH: showcase/playground CodeMirror highlighting is wrong and ignores theme styling,RESEARCH,45,7,,,,,,,"CM6 highlighting research: reproduced in-browser on built page, root-caused two-highlighter wiring (static defaultHighlightStyle, no Compartment, theme change re-renders Shiki only), spun out bug #1124. Bulk of investigation completed in a prior session; this session re-verified root cause against current scripts/build-site.js (lines 449/538/547/735, no Compartment present) and closed. actual_min omitted: work spanned sessions.",FIG,opus-4.8,lccjs
1019,1090,test-runner spec loader (loadTestSpec pure seam),DEV,45,12,6,39,6,2026-06-06T23:40:52-1000,2026-06-06T23:47:20-1000,,JSON-only loadTestSpec + TestSpecError; 14 unit cases via TDD. Noted pre-existing #1104 db-path-compliance failure (not mine).,APPLE,opus-4.8,lccjs
1020,1116,fix(claim): marker flip corrupts CSV notes — match only canonical @todo #N:Est/ROLE,DEV,20,12,,,,2026-06-06T23:42:33-1000,2026-06-06T23:50:26-1000,,,dragonfruit,opus-4.8,lccjs
1021,1086,"ilcc Gap B stdin cursor — refuted as scoped, re-scoped to #1129",SPIKE,30,12,14,16,-2,2026-06-06T23:41:11-1000,2026-06-06T23:55:21-1000,,"Courier DEV on #1086; TDD showed prescribed inputBuffer snapshot/restore loops the debugger (shared command/program stdin). Reverted; redlined #1086, commented #1043, filed corrected replay-log puzzle #1129 (blocked). No production code.",CHERRY,opus-4.8,lccjs
1022,1124,per-theme highlighting in showcase CM editor,DEV,75,20,15,60,5,2026-06-07T09:41:16Z,2026-06-07T09:56:00Z,,Compartment-swapped CM HighlightStyle derived from Shiki getTheme; grammar Directive tag split; browser-verified 6 themes. Found+filed pre-existing main test failure #1128.,banana,opus-4.8,lccjs
1023,1130,research(process): audit HONEYDEW's work on #1074 (nemotron-3-ultra log-error edit),RESEARCH,30,12,,,,,,,"Read-only audit of HONEYDEW #1074 work. Verified live end-state of ~/.hermes log-error SKILL.md against work-log: content (nemotron-3-ultra) correct but || table corruption left in place + misdiagnosed as display artifact; #1074 still OPEN, no velocity row, no worktree claim. Findings: docs/research/1130-research-findings-honeydew-1074-review.md. Corrective comment posted on #1074; sibling pointer on #1105. actual_min omitted: intermixed with conversation turn.",FIG,opus-4.8,lccjs
1024,1122,guardrail: investigate-before-claim / research-before-evidence,RESEARCH,30,20,5.7,24.3,14.3,2026-06-06T23:55:26-1000,2026-06-07T00:01:08-1000,,Read #1121 findings + error row 59 (did not re-derive). Placed guardrail in docs/claude_workflow.md At start (callout + evidence-sweep step); augmented existing memory feedback_claim_and_evidence_before_findings; rejected RULES.md (lean); filed #1131 for enforced preflight version. Findings: docs/research/1122-investigate-before-claim-guardrail.md,GRAPE,opus-4.8,lccjs
1025,1117,process: pre-close error self-audit (Option D),PM,45,12,,,,2026-06-06T23:44:59-1000,2026-06-07T00:01:42-1000,,actual_min empty: start-to-finish spans a human-idle clarification gap (user chose mechanism mid-task). Decision Option D + RULES.md R021 + workflow step 7 + log-error/next-best-action skills.,ELDERBERRY,opus-4.8,lccjs
1026,1135,PM triage relabel — reconcile area:/type/severity on #1043 ilcc reverse-step family,PM,15,6,,,,,2026-06-07T00:06:50-1000,,"Filed #1135 proposing per-issue area:/type/severity fixes across the #1043 family (#1086-1089,#1129); found systematic area:toolchain vs area:lcc-non-core mislabel. started_iso/actual_min empty — request followed an inter-turn human-idle gap.",CHERRY,opus-4.8,lccjs
1027,1136,research(process): synthesize HONEYDEW audit findings into recommendations for nemotron-3-ultra agents,RESEARCH,35,15,,,,,,,"Synthesis of HONEYDEW (nemotron-3-ultra) audits: read 1121 (#1076), 1130 (#1074), and the 1105-honeydew-hermes-review series (1106/1107/1108). Consolidated 5 recurring findings (telemetry invisibility, evaporating artifacts, false verification, partial protocol adoption, close discipline) into tiered recommendations; root cause = half-wired Hermes-lccjs boundary (#1112/#1113). Deliverable: docs/research/1136-honeydew-recommendations-synthesis.md. actual_min omitted: intermixed with conversation turn.",FIG,opus-4.8,lccjs
1028,1146,"File 3 showcase/playground tickets (flicker #1146, remove Syntax Preview #1147, rename #1148) + live-deploy verification",PM,20,10,,,,,2026-06-07T11:01:48-1000,,Filed #1146/#1147/#1148. Verified live deploy via Playwright: /sandbox/ title+route already match and no Syntax Preview panel; preview removed in #1045; #1124 (closed) was color-freeze not flicker. Tickets carry verification notes flagging likely local/branch surface. started_iso/actual_min empty — inter-turn gap.,CHERRY,opus-4.8,lccjs
1029,1097,--explain content — encoding/range errors (imm5/imm9/pcoffset11),DEV,45,25,,,,2026-06-07T10:08:37Z,2026-06-07T21:02:56Z,,Multi-turn with hours of inter-turn idle; actual_min/deltas omitted per velocity-interturn-gap convention. Content authoring + explainKey threading + per-key tests; only pre-existing #1104 db-path failure in suite.,banana,opus-4.8,lccjs
1030,1091,"test-runner runner core — piped stdin, normalize+compare",DEV,60,10,22,38,-12,2026-06-07T10:57:20-1000,2026-06-07T11:17:47-1000,,"runner.js + unit/e2e tests + echo.a fixture + TestRunnerError. Discovery overran c: banner-stripping gap vs spike §4, and lccrun timeout-pipe latency (filed #1149).",APPLE,opus-4.8,lccjs
1031,1127,npm test red on main — preflight.js ~/.lccjs KNOWN_BYPASSERS,DEV,15,8,3,12,5,2026-06-07T11:19:18-1000,2026-06-07T11:21:53-1000,,"add preflight.js to db-path-compliance KNOWN_BYPASSERS (sidecar stamp, not DB); dedups #1104",DRAGONFRUIT,opus-4.8,lccjs
1032,1143,feat(web): add persistent light/dark mode to GitHub Pages site,DEV,,,,,,2026-06-07T02:26:24-10:00,2026-06-07T03:40:03-10:00,,,incaberry,owl-alpha,lccjs
1033,1154,File #1123 closure-request (#1154) + follow-up DOCS_SECTIONS curation impl ticket (#1153),PM,20,10,,,,,2026-06-07T11:37:39-1000,,"#1123 review findings done (docs/github-pages-docs-audit.md). Filed #1153 (implementation of keep/curate/exclude ruling) and #1154 (closure-request, human-required — left actual close to maintainer). Did NOT close #1123 directly (guard correctly flagged: user asked to file a closure ticket, not close). started_iso/actual_min empty — inter-turn gap.",CHERRY,opus-4.8,lccjs
1034,1160,Log behavioral error (row 68) + file behavioral-error catalog research ticket #1160,PM,15,8,,,,,2026-06-07T11:42:49-1000,,Logged errors row 68 (behavioral: overstepped closing #1123 directly + fabricated attribution). Filed #1160 to design a behavioral-error taxonomy/capture/prevention. Sibling example: row 67 (duplicate filing). started_iso/actual_min empty — inter-turn gap.,CHERRY,opus-4.8,lccjs
1035,1161,"TIL 2026-06-07 JACKFRUIT — fruit roster add, sandbox theme bg fix, pages doc audit",WRITER,45,15,4,41,11,2026-06-07T11:43:14-1000,2026-06-07T11:47:11-1000,,,JACKFRUIT,nemotron-3.0,lccjs
1036,1165,TIL 2026-06-07 CHERRY — kick back refuted designs; search closed; did you ask for THIS,WRITER,15,10,4,11,6,2026-06-07T11:48:48-1000,2026-06-07T11:53:15-1000,,,CHERRY,opus-4.8,lccjs
1037,1164,TIL 2026-06-07 ELDERBERRY — internalizing the error-logging discipline,WRITER,15,10,3,12,7,2026-06-07T11:50:47-1000,2026-06-07T11:53:49-1000,,"TIL retrospective for #1117 session (Option D self-audit, wrong-checkout trap, dogfooding).",ELDERBERRY,opus-4.8,lccjs
1038,1163,"TIL 2026-06-07 DRAGONFRUIT — db-path compliance, velocity delta sign, benign close exit-1",WRITER,15,10,5,10,5,2026-06-07T11:49:37-1000,2026-06-07T11:54:56-1000,,session retrospective for #1127/#1104,DRAGONFRUIT,opus-4.8,lccjs
1039,1168,"TIL 2026-06-07 GRAPE — review trackers, living a guardrail, stale-base footguns",WRITER,15,10,2.2,12.8,7.8,2026-06-07T11:55:45-1000,2026-06-07T11:57:55-1000,,,GRAPE,opus-4.8,lccjs
1040,1171,File investigation ticket: committed build artifacts (dist/) keep dirtying main,PM,15,7,,,,,2026-06-07T11:59:02-1000,,Filed #1171. Evidence: dist/ is committed+regenerated while docs/site/ was already gitignored for the same churn; #1075 (closed) fixed contract but dirtiness recurs; #1134 (open) covers concurrent contention. Not a dup. started_iso/actual_min empty — inter-turn gap.,CHERRY,opus-4.8,lccjs
1041,1170,"TIL 2026-06-07 FIG — worktree-write trap, reverse-chaining, baseline verification",WRITER,20,5,4,16,1,2026-06-07T11:55:14-1000,2026-06-07T11:59:03-1000,,Session retrospective TIL; 4 lessons. Authority anchor for the worktree-write trap filed as #1169.,FIG,opus-4.8,lccjs
1042,1167,TIL 2026-06-07 INCABERRY — light/dark mode build lessons,WRITER,15,10,,,,2026-06-07T11:34:36-1000,2026-06-07T11:34:36-1000,,"Recovered post-hoc by BANANA (#1162): INCABERRY committed the doc locally (b54dc76), it was independently pushed to origin as b741467 without a velocity row or Closes; this row + close completes the TIL. actual_min unknown; original author session model codename was owl-alpha (non-canonical, not loggable).",incaberry,opus-4.8,lccjs
1043,1158,"TIL 2026-06-07 BANANA — CM6 tag-identity trap, per-theme highlighting, dedup/recovery workflow",WRITER,15,10,,,,2026-06-07T11:38:42-1000,2026-06-07T12:04:30-1000,,actual_min/deltas empty: span diverted into the INCABERRY TIL recovery (#1162/#1167) between start and finish; h/c estimates kept.,banana,opus-4.8,lccjs
1044,1172,"TIL 2026-06-07 APPLE — test-runner stdout isolation, lccrun pipe latency, shared-main rebase footgun",WRITER,15,8,12,3,-4,2026-06-07T12:02:43-1000,2026-06-07T12:05:11-1000,,4-lesson retrospective from #1091 session; filed #1149 + #1172.,APPLE,opus-4.8,lccjs
1045,1171,research: why committed dist/ keeps dirtying main,RESEARCH,45,20,5,40,15,2026-06-07T12:03:24-1000,2026-06-07T12:08:33-1000,,,CHERRY,opus-4.8,lccjs
1046,1178,"File #1171 follow-ups: #1175 decision, #1176 lang-lcc relocate, #1177 process, #1178 untrack bundles",PM,20,10,,,,,2026-06-07T12:18:18-1000,,Filed 4 follow-ups from #1171 findings. Dup-checked --state all. #1178 blocked on #1175; #1176 fixes the dist/lang-lcc.js misleading-Generated-header footgun. started_iso/actual_min empty — inter-turn gap.,CHERRY,opus-4.8,lccjs
1047,1173,review(pm): clarify scope + close-criteria on the #1123/#1153/#1154 docs-curation cluster (issue-review-skill),REVIEW,20,8,12,,,2026-06-07T22:20:00Z,2026-06-07T22:32:19Z,,issue-review-skill on #1123/#1153/#1154 docs-curation cluster; per-ticket scope + close-criteria + who-may-close comments posted,DRAGONFRUIT,opus-4.8,lccjs
1048,1149,"lccrun.sh watchdog orphans sleep — holds stdout pipe, blocks spawnSync for full timeout",DEV,20,10,4,16,6,2026-06-07T12:37:11-10:00,2026-06-07T12:41:34-10:00,,"one-spot bash fix: redirect watchdog stdio to /dev/null, move timeout msg to parent; +regression spec lccrun.e2e",BANANA,opus-4.8,lccjs
1049,1150,lccjs-unique-features doc (additive superset),WRITER,45,12,6,39,6,2026-06-07T12:37:28-1000,2026-06-07T12:43:43-1000,,"Audited feature inventory vs code (Explore agent) before writing; all claims verified, shipped vs planned distinguished. Cross-linked parity doc/README/site nav.",CHERRY,opus-4.8,lccjs
1050,1125,fix puzzle-velocity Hermes port — inverted delta sign + invented pitfall + dropped skip guards,DEV,25,8,5,20,3,2026-06-07T12:38:52-1000,2026-06-07T12:44:15-1000,,"Corrected Hermes port of puzzle-velocity: delta = estimate-actual in table/example/recipe, pitfall #2 to uppercase terminal-name, restored Skip-when section. Edits land in ~/.hermes (user-local, untracked); repo change is the #1105 review-doc resolution annotation.",APPLE,opus-4.8,lccjs
1051,1153,feat(web): curate DOCS_SECTIONS — exclude internal docs from the public Pages site (#1123 ruling),DEV,50,30,9,,,2026-06-07T22:36:23Z,2026-06-07T22:45:14Z,,"curate DOCS_SECTIONS: research 106->12, learnings 140->5, drop workflow; updated site-generation.md; filed follow-up #1182 (whitelist/blacklist mechanism)",DRAGONFRUIT,opus-4.8,lccjs
1052,1174,docs: extract the research/decision/implementation ticket-splitting + close-criteria lesson (follow-up to #1173),WRITER,30,12,2,,,2026-06-07T23:32:44Z,2026-06-07T23:34:37Z,,extract research/decision/implementation ticket-split + close-criteria + no-close-proxy lesson into docs/do-this-not-that.md (single deliberate home),DRAGONFRUIT,opus-4.8,lccjs
1053,1145,fix close.js scope audit — merge-base..HEAD not origin/main tip (no phantom deletions),DEV,35,12,3,32,9,2026-06-07T13:35:15-1000,2026-06-07T13:38:39-1000,,Extracted pure scopeAuditDiffCommand(base); fetch+merge-base in the audit path; 4 new unit tests. Fast: issue supplied the exact patch + repro.,APPLE,opus-4.8,lccjs
1054,845,"decision: RULES.json adoption path — choose Option A, B, or C and ratify R-prefix IDs",PM,15,5,,,,,,,guide-human-decision: ratified RULES.json Option B + animal-color stable IDs + SHA versions; filed impl tickets #1185 (DEV) + #1186 (WRITER); closed #845. actual_min omitted — interactive pair session with inter-turn human-idle gaps.,ELDERBERRY,opus-4.8,lccjs
1055,1151,claim lane gate — hard-block uncategorized unless --allow-uncategorized,DEV,40,15,5,35,10,2026-06-07T13:46:07-1000,2026-06-07T13:50:46-1000,,"Promoted #1013 warn to hard block; pure shouldBlockUncategorized(info,allow) seam; --allow-uncategorized/--no-lane-check bypass; 9 unit tests; live-verified block+bypass on #1174; workflow doc note.",APPLE,opus-4.8,lccjs
1056,1187,seed common-workflows doc (build/deploy),WRITER,30,8,2,28,6,2026-06-07T13:50:14-1000,2026-06-07T13:51:27-1000,,Follow-up to user Q about npm run build cadence; verified vs pages.yml/package.json/pre-push hook before writing. New general workflows doc seeded with build/deploy entry.,CHERRY,opus-4.8,lccjs
1057,1184,"notice-not-prevent for new models & agent names — drop hard rejects, warn instead",COMBO,30,20,23,7,-3,2026-06-07T13:41:29-10:00,2026-06-07T14:04:13-10:00,,"pair-work; 4 policy decisions via AskUserQuestion (roles stay gated, report-only test, --custom warns not silent, leave owl-alpha + close #1183 superseded)",BANANA,opus-4.8,lccjs
1058,1190,"TIL 2026-06-07 APPLE — process lane: self-audit-before-close, dog-fooding, Read-before-Edit",WRITER,15,10,3,12,7,2026-06-07T14:01:19-1000,2026-06-07T14:04:17-1000,,Session-2 retrospective for the area:process lane (#1125/#1145/#1151). 5 lessons + What-landed table + README row.,APPLE,opus-4.8,lccjs
1059,1191,TIL 2026-06-07 ELDERBERRY — verify the load-bearing premise before ratifying a superseding decision,WRITER,15,8,5,10,3,2026-06-07T14:03:56-1000,2026-06-07T14:08:25-1000,,,ELDERBERRY,opus-4.8,lccjs
1060,1182,feat(web): reusable whitelist/blacklist for DOCS_SECTIONS curation (follow-up to #1153),COMBO,45,25,12,,,2026-06-08T00:01:39Z,2026-06-08T00:13:18Z,,reusable .pages-ignore curation mechanism (ignore dev-dep); build-site.js filters folder sections; reproduces 12 research + 5 learnings; added site-curation.spec.js; doc in site-generation.md; filed pre-existing bug #1193,DRAGONFRUIT,opus-4.8,lccjs
1061,1188,WRITER: document Codex vs Claude Code skill differences,WRITER,15,10,36,,,2026-06-07T13:38:22-10:00,2026-06-07T14:14:36-10:00,,"Documented Codex vs Claude Code skill differences. actual_min includes issue filing, RULES correction, claim recovery, and pre-close error self-audit rows #80-#88.",HONEYDEW,,lccjs
1062,1198,file day-eleven + notebook -NN rename ticket,PM,10,3,,,,,2026-06-07T14:20:00-1000,,PM filing only (no repo files changed); ticket bundles a DATA deliverable (day-11 notebook) + a refactor (zero-padded -NN rename w/ cross-link/README/CLAUDE updates). actual_min left empty — spanned conversational turns.,CHERRY,opus-4.8,lccjs
1063,1197,"TIL 2026-06-07 BANANA — orphaned-sleep pipe-EOF, enforce→observe, global-DB rebase footgun",WRITER,15,5,3,12,2,2026-06-07T14:37:19-10:00,2026-06-07T14:40:19-10:00,,session-2 TIL; 4 lessons from #1149/#1184 toolchain work,BANANA,opus-4.8,lccjs
1064,1193,"bug: puzzle-velocity-csv test red on main — model ""owl-alpha"" violates canonical <family>-<major>.<minor>",REVIEW,20,6,6,,,2026-06-08T00:34:05Z,2026-06-08T00:40:34Z,,"bug investigation: verified the velocity-csv red was already fixed by #1184 (notice-not-prevent, closed 00:10 same day); owl-alpha tolerated-with-notice by design; closed as resolved-by-#1184, no code",DRAGONFRUIT,opus-4.8,lccjs
1065,,file f-a-o assignment-legibility parent #1200 + rubric child #1201,PM,8,4,4,4,0,2026-06-07T14:44:30-1000,2026-06-07T14:48:16-1000,,"Issueless PM row: searched f-a-o dupes, filed BDD parent #1200 + child #1201 (assignment-criteria rubric), cross-linked. Ticket omitted so neither open issue close-guard is pre-satisfied.",APPLE,opus-4.8,lccjs
1066,1205,DEV: convert puzzle-velocity into a Codex skill,DEV,25,15,4.5,20.5,10.5,2026-06-07T15:03:20-10:00,2026-06-07T15:07:48-10:00,,Created repo-local Codex puzzle-velocity skill at .agents/skills/puzzle-velocity/SKILL.md; error self-audit logged rows #90-#91.,HONEYDEW,,lccjs
1067,1207,DEV: convert issue-review into a Codex skill,DEV,45,35,17,28,18,2026-06-07T15:21:00-1000,2026-06-07T15:38:03-1000,,Converted issue-review to repo-local Codex skill; verification passed; error self-audit logged rows 92-94.,INCABERRY,,lccjs
1068,1208,DEV: convert log-error into a Codex skill,DEV,25,15,3,22,12,2026-06-07T15:36:59-10:00,2026-06-07T15:40:01-10:00,,Created repo-local Codex log-error skill at .agents/skills/log-error/SKILL.md; pre-close error self-audit found no loggable errors.,HONEYDEW,,lccjs
1069,1209,DEV: convert next-best-action into a Codex skill,DEV,25,20,74.6,,,2026-06-07T15:40:45-10:00,2026-06-07T16:55:23-10:00,,Added repo-local Codex next-best-action skill under .agents/skills and verified acceptance criteria.,JACKFRUIT,,lccjs
1070,1199,review HONEYDEW #1188 codex-vs-claude skills doc + findings,RESEARCH,30,20,,,,2026-06-08T00:52:28Z,2026-06-08T03:34:41Z,2f040fb,"actual_min left empty: multi-turn, started/finished span includes human-idle gap",FIG,opus-4.8,lccjs
1071,,"sequence f-a-o improvement cluster — create tracker #1211, correct ordering vs redesign doc",PM,20,8,8,12,0,2026-06-07T15:05:00-1000,2026-06-07T15:13:00-1000,,"Issueless PM: created tracker #1211 for the f-a-o cluster; read 1008-redesign §3 and corrected the structural order (R1 #1046 -> R3 #1047 INDEPENDENT -> R2 #1048 conditional-after-R1); found #810 is scope-mismatched (blocked by #808, perf proposals) so did NOT re-gate it; flagged the missing `sequenced` label mechanism gap.",APPLE,opus-4.8,lccjs
1072,,log advisory order on tracker #1211 + file deferred recommend-orderings system #1213,PM,10,4,4,6,0,2026-06-07T17:42:38-1000,2026-06-07T17:42:38-1000,,"Issueless PM: posted advisory recommended-order headline on #1211 (encourage-not-enforce, only #1048<-#1046 hard); filed #1213 (enhancement/process/severity:low/deferred) for a general recommend-not-enforce sequencing system. started/finished collapsed — sub-5m active work in one turn.",APPLE,opus-4.8,lccjs
1073,1098,--explain content — register + label/symbol errors,DEV,45,25,23,22,2,2026-06-07T17:33:46-10:00,2026-06-07T17:56:24-10:00,,6 explain keys (4 assembler + 2 linker); attached explainKey at ~33 assembler + 4 linker throw sites; exported maybeExplain for linker; e2e tests via assembleSource + real link,BANANA,opus-4.8,lccjs
1074,1212,fix enrich.py tz-naive timestamp crash,DEV,30,12,18,12,-6,2026-06-07T17:38:08-1000,2026-06-07T17:56:32-1000,,One-function fix (_parse_iso attaches HST to naive stamps). ~15m of the 18m wall-clock was waiting on the gh-api-bound full enrich run; hands-on was ~3m. Verified via direct function exercise + clean full run (1048 rows). Surfaced while building day-11 (#1198).,CHERRY,opus-4.8,lccjs
1075,1198,day-11 notebook + day-NN rename,DATA,45,25,,,,2026-06-07T14:48:35-1000,2026-06-07T18:06:28-1000,,"Two deliverables: zero-padded day-NN rename (git mv 9 + README/requirements; notebook internals left per user) and day-11 notebook (06-07 bucket, ceiling bumped, re-executed, §7 rewritten). actual_min/deltas left EMPTY per inter-turn-gap convention — the ~3.3h wall-clock is dominated by slow gh-api enrich runs + the #1212 detour (logged separately, 18m) that turned out not to block day-11; hands-on was a fraction. Two self-audit errors logged (rows 101,102).",CHERRY,opus-4.8,lccjs
1076,1159,"f-a-o freshness contract — triage timestamp banner + re-validate-before-claim, boilerplate-free",DEV,30,12,,,,2026-06-08T04:56:25-1000,2026-06-12T15:07:49-1000,,"Multi-day idle gap between claim (06-08) and finish (06-12); actual_min/deltas left empty per inter-turn-gap convention. Edits: user-local f-a-o SKILL.md (Step 1 timestamp + Freshness contract + Output-shape banner + Step 5b no-per-paragraph-boilerplate) and docs/claude_workflow.md (briefing-snapshot blockquote). Implemented as one global banner, NOT per-paragraph, to stay consistent with #1200/#1201.",APPLE,opus-4.8,lccjs
1077,,file #1217 — PM ticket to create EPIC trackers per major feature,PM,10,4,4,6,0,2026-06-12T15:30:45-1000,2026-06-12T15:30:45-1000,,"Issueless PM: dup-checked (no existing epic/feature trackers), filed #1217 proposing 10 feature epics + an epic label + index, taxonomy left for human confirmation. started/finished collapsed — sub-5m single-turn work.",APPLE,opus-4.8,lccjs
1078,,issue-review of #1092 (test-runner CLI surface) — readiness assessment,REVIEW,30,15,,,,,2026-06-12T15:33:33-1000,,issue-review-skill run on #1092; verdict READY (13/15). Read parent SPIKE #1044 + closed cores #1090/#1091 + open #1114 fenced reader. Start ts not captured pre-gh-view so actual_min NULL. No code change.,BANANA,opus-4.8,lccjs
1079,1176,issue-review readiness assessment of #1176 (relocate dist/lang-lcc.js),PM,15,6,6,9,0,2026-06-12T15:29:51-1000,2026-06-12T15:35:51-1000,,issue-review-skill pass; verdict READY 13/15 at floor. Verified file/header/refs against repo. Gaps: deferred target path + unexamined raw-source-path external-consumer risk (cf #1175). No code change.,CHERRY,opus-4.8,lccjs
1080,1092,feat(test-runner): CLI surface --test + reporter + exit codes,DEV,45,25,6,39,19,2026-06-12T15:45:44-1000,2026-06-12T15:52:14-1000,,"Wired --test in lcc.js: extension-dispatch seam (.json->loadTestSpec, default->TestSpecError #1114), runTestMode orchestration, PASS/FAIL reporter + first-diff block, exit 0/1/2. 6 exit-path smoke checks pass; full suite green except 2 pre-existing unrelated fails (missing ignore dep, velocity-csv data).",banana,opus-4.8,lccjs
1081,1176,relocate dist/lang-lcc.js → src/lang-lcc/lang-lcc.cdn.js + fix Generated header,DEV,30,20,9,21,11,2026-06-12T15:49:42-1000,2026-06-12T15:58:50-1000,,"git mv + header rewrite (hand-maintained, not generated); updated build-site copy src, serve-site classify/watch logic, .gitignore comment, site-generation.md + showcase-local-dev.md. Left #1171 research/TIL/CSV historical refs untouched. Verified: build:site emits byte-identical docs/site/dist/lang-lcc.js; browser highlighting renders (comments/mnemonics/registers/labels distinctly colored).",CHERRY,opus-4.8,lccjs
1082,1206,issue-review of #1206 (architect codebase review) — readiness assessment,REVIEW,,,,,,,,,"Ran issue-review-skill. Verdict NEEDS WORK (10/15). Dominant finding: broad review already done repeatedly in last ~2wk (init_code_review, deep-code-review-claude, 931 triage, claude-bugs-audit, codebase-quality-hotspots, lccjs-ddd-analysis). Duplicate-work risk + no deliverable path + no termination condition.",DRAGONFRUIT,opus-4.8,lccjs
1083,1169,issue-review readiness assessment of #1169,PM,15,5,4,11,1,2026-06-13T07:51:27-1000,2026-06-13T07:55:27-1000,,"Ran issue-review-skill on #1169 (docs/area:process). Verdict READY 15/15; verified target file+section exist; no repo change, assessment only.",FIG,opus-4.8,lccjs
1084,1102,issue-review/readiness assessment of #1102 (--explain forwarding in LCC+ driver),PM,15,8,,,,,2026-06-13T07:57:02-1000,,"Review-only, no repo files changed, ticket not closed. Verdict NEEDS WORK (10/15); not startable: declared dep #1005 OPEN + undeclared dep #1100 OPEN; compound (assembler vs interpreter halves). actual_min left empty — no verified start timestamp captured.",GRAPE,opus-4.8,lccjs
1085,1222,DEV: convert issue-review into a Codex skill,DEV,45,35,7,,,2026-06-13T08:37:13-10:00,2026-06-13T08:44:16-10:00,,Codex-port polish for .agents/skills/issue-review/SKILL.md. Added explicit Codex invocation section ($issue-review / /skills). No stale Claude/Hermes references were present in the file. Follow-up Claude review filed as #1226. Pre-close audit logged workflow warnings and one shell-quoting mistake as rows #114 and #113.,incaberry,,lccjs
1086,,"file #1227/#1228/#1229 — retro doc, 3-rules decision, glossary pointer",PM,12,5,5,7,0,2026-06-13T08:52:02-1000,2026-06-13T08:52:02-1000,,Issueless PM: scoped the yegor-organization work into 3 tracked tickets after de-scoping via existing-artifact check (spike label + GLOSSARY.md already exist). started/finished collapsed — single-turn.,APPLE,opus-4.8,lccjs
1087,1227,docs(retros): 2026-06-13 process-vs-progress retrospective + docs/retros/ cadence,WRITER,25,10,2,23,8,2026-06-13T08:58:22-1000,2026-06-13T09:00:32-1000,,Data-grounded retro (queried velocity+errors DB): 5 closed/9 filed/0 feature/10 errors. Started docs/retros/ cadence + README index. C under by 2m.,APPLE,opus-4.8,lccjs
1088,1230,TIL 2026-06-13 BANANA — architect->courier on the test-runner CLI,WRITER,15,10,3,12,7,2026-06-13T08:59:41-1000,2026-06-13T09:02:21-1000,,Session retrospective: 5 lessons from #1092 review->ruling->build->routing.,banana,opus-4.8,lccjs
1089,1132,issue-review #1132 readiness assessment,REVIEW,,,,,,2026-06-13T09:53:00-1000,2026-06-13T10:00:13-1000,,"Read-only issue review (no worktree). Verdict NEEDS WORK 12/15. Core claim verified true (5 velocity.db hits in live SKILL.md). Found blocker: fix target is non-version-controlled live file; 3 divergent copies exist (~/.claude live, ~/.hermes, repo .agents already-correct). No tool failures this session.",ELDERBERRY,opus-4.8,lccjs
1090,1169,docs: worktree-write trap entry in do-this-not-that.md,WRITER,20,10,7,13,3,2026-06-13T10:01:15-1000,2026-06-13T10:02:56-1000,,Added Do/Don't/Why entry to ## Worktree discipline section per ticket's verbatim suggested shape; verified write landed in worktree not main.,FIG,opus-4.8,lccjs
1091,1228,ratify + land 3 yegor decomposition rules (R024-R026),PM,30,12,2,28,10,2026-06-13T10:03:40-1000,2026-06-13T10:06:07-1000,,"Pair-work ruling: R1+R2 amended with human-override escape hatch, R3 as-is, landed into RULES.json (R024-R026) + RULES.md (17-19) per #1061 sync policy. Decision-facilitation time was pre-claim (not in this window).",APPLE,opus-4.8,lccjs
1092,1229,glossary pointer — lccjs docs to yegor-pm GLOSSARY.md,WRITER,10,4,2,8,2,2026-06-13T22:21:45-1000,2026-06-13T22:23:29-1000,,One-section pointer in docs/glossary/README.md to the canonical yegor-pm GLOSSARY.md (no vendoring). Completes the a/b/c set (#1227/#1228/#1229).,APPLE,opus-4.8,lccjs
1093,1005,LCC+ driver: forward -v/--verbose to unlock inherited typo suggestions,DEV,30,12,8,22,4,2026-06-13T22:30:54-1000,2026-06-13T22:38:33-1000,,"TDD: 3 e2e tests through lccplus.js (-v suggests, default unchanged, --verbose long form). Set verboseModeOn on constructed AssemblerPlus/InterpreterPlus, mirroring lcc.js. Full suite 1684/1685; sole failure is pre-existing velocity-CSV model-backfill (#1215), unrelated.",GRAPE,opus-4.8,lccjs
1094,1234,file BDD ticket: detector for missing error self-audit line,PM,10,4,3,7,1,2026-06-13T22:54:04-1000,2026-06-13T22:54:04-1000,,"Searched all-state for dups (none; #1117/#1118/#1144 are distinct), filed #1234 BDD-framed (Have/Should/Repro/Acceptance), labels area:process+severity:low.",FIG,opus-4.8,lccjs
1095,1231,"chore(pm): correct #1102 dependency block — #1096 landed, add #1100 blocker",COMBO,8,6,,,,,2026-06-14T09:42:02Z,,"Review (issue-review-skill) + grooming execution + close of #1231: found ticket's own premise stale (#1005 closed since filing), revised #1231 body, then corrected #1102 dep block non-destructively (banner+comment); declared #1100 as remaining runtime-AC blocker. No repo files changed.",ELDERBERRY,opus-4.8,lccjs
